treatment,PFAS,group,rabbitID,timemod,time,kidney,liver,muscle,units,dietconcentration,dietunits,bodyweight,liverweight,kidneyweight,muscleweight,musclefraction
treat,PFHpS,3,RF57,29,29,332.87,64.49,1.54,ug/kg,0.06,ug/kg,1.637,0.041,0.01,0.018,0.3
treat,PFHpS,1,RM10,35,35,822.9527082,105.7225644,0,ug/kg,0,ug/kg,1.809,0.041,0.011,0.011,0.3
treat,PFHpS,1,RF17,35,35,855.7698784,173.9871759,0,ug/kg,0,ug/kg,1.832,0.034,0.01,0.011,0.3
treat,PFHpS,2,RM31,35,35,324.53,73.42,1.64,ug/kg,2.5,ug/kg,1.627,0.025,0.011,0.017,0.3
treat,PFHpS,2,RF42,35,35,84.44,37.52,1.74,ug/kg,2.5,ug/kg,1.736,0.026,0.01,0.016,0.3
treat,PFHpS,3,RM50,35,35,300.15,59.97,1.88,ug/kg,0.06,ug/kg,1.572,0.029,0.01,0.017,0.3
treat,PFHpS,3,RF60,35,35,124.72,83.91,1.21,ug/kg,0.06,ug/kg,1.732,0.033,0.013,0.019,0.3
treat,PFHpS,1,RM7,42,42,495.9,261.49,2.9,ug/kg,0.8,ug/kg,1.719,0.037,0.013,0.013,0.3
treat,PFHpS,1,RF19,42,42,1262.71,121.35,3.4,ug/kg,0.8,ug/kg,1.743,0.028,0.012,0.012,0.3
treat,PFHpS,2,RM27,42,42,819.3,97.97,5.18,ug/kg,2.46,ug/kg,1.644,0.036,0.011,0.015,0.3
treat,PFHpS,2,RF37,42,42,513.81,66.43,1.58,ug/kg,2.46,ug/kg,1.717,0.032,0.01,0.016,0.3
treat,PFHpS,3,RM53,42,42,66.79,52.16,1.51,ug/kg,0,ug/kg,1.741,0.036,0.01,0.021,0.3
treat,PFHpS,3,RF63,42,42,175.32,52.93,1.67,ug/kg,0,ug/kg,1.724,0.041,0.01,0.02,0.3
treat,PFHpS,1,RF21,56,56,698.88,108.62,2.29,ug/kg,0,ug/kg,1.751,0.035,0.013,0.009,0.3
treat,PFHpS,1,RM11,56,56,162.1,172.82,2.69,ug/kg,0,ug/kg,1.735,0.033,0.008,0.012,0.3
treat,PFHpS,2,RF39,56,56,383.12,49.57,1.16,ug/kg,1.63,ug/kg,1.826,0.033,0.01,0.021,0.3
treat,PFHpS,2,RM29,56,56,896.6,67.01,2.29,ug/kg,1.63,ug/kg,1.701,0.034,0.011,0.018,0.3
treat,PFHpS,3,RM48,56,56,38.83,42.18,1.74,ug/kg,0,ug/kg,1.812,0.038,0.011,0.019,0.3
treat,PFHpS,3,RF61,56,56,85.93,42.81,1.63,ug/kg,0,ug/kg,1.712,0.045,0.012,0.022,0.3
treat,PFHpS,1,RM5,0,0,0,0,0,ug/kg,0,ug/kg,1.783,0.052,0.012,0.013,0.3
treat,PFHpS,1,RF15,0,0,0,0,0,ug/kg,0,ug/kg,2.223,0.058,0.013,0.013,0.3
Control,PFHpS,1,RM6,0,28,1.544181375,0,0,ug/kg,0,ug/kg,1.737,0.033,0.011,0.013,0.3
Control,PFHpS,1,RF16,0,28,0,0,0,ug/kg,0,ug/kg,1.758,0.026,0.01,0.013,0.3
treat,PFHpS,2,RM25,0,0,0,0,0,ug/kg,0,ug/kg,1.96,0.036,0.013,0.011,0.3
treat,PFHpS,2,RF35,0,0,0,0,0,ug/kg,0,ug/kg,1.98,0.062,0.011,0.01,0.3
Control,PFHpS,2,RM26,0,28,1.88,0,0,ug/kg,0,ug/kg,1.792,0.033,0.01,0.011,0.3
Control,PFHpS,2,RF36,0,28,3.53,2.73,0,ug/kg,0,ug/kg,1.732,0.032,0.008,0.011,0.3
treat,PFHpS,3,RM45,0,0,0,0,0,ug/kg,0,ug/kg,1.724,0.037,0.012,0.019,0.3
treat,PFHpS,3,RF55,0,0,0,0,0,ug/kg,0,ug/kg,1.727,0.039,0.011,0.019,0.3
Control,PFHpS,3,RM46,0,28,0.96,0.17,0.17,ug/kg,0,ug/kg,1.678,0.036,0.009,0.02,0.3
Control,PFHpS,3,RF56,0,28,0.61,0,0,ug/kg,0,ug/kg,1.864,0.042,0.011,0.021,0.3
treat,PFHxS,1,RF24,1,1,0,0,0,ug/kg,58.7,ug/kg,1.822,0.034,0.01,0.003,0.3
treat,PFHxS,1,RM14,1,1,0,2.73,0,ug/kg,58.7,ug/kg,1.838,0.035,0.013,0.006,0.3
treat,PFHxS,2,RF44,1,1,0,4.44,0,ug/kg,14.94,ug/kg,1.95,0.04,0.012,0.017,0.3
treat,PFHxS,2,RM34,1,1,0,10.69,0,ug/kg,14.94,ug/kg,1.71,0.041,0.011,0.013,0.3
treat,PFHxS,3,RM54,1,1,1.43,8.68,0,ug/kg,14.7,ug/kg,1.571,0.04,0.009,0.016,0.3
treat,PFHxS,3,RF64,1,1,2.12,11.35,0,ug/kg,14.7,ug/kg,1.749,0.038,0.009,0.018,0.3
treat,PFHxS,1,RM9,7,7,52.45,6.4,0,ug/kg,58.7,ug/kg,1.8,0.029,0.01,0.009,0.3
treat,PFHxS,1,RF20,7,7,21.02,5.48,0,ug/kg,58.7,ug/kg,2.01,0.026,0.009,0.007,0.3
treat,PFHxS,2,RM28,7,7,22.45,8.01,0.36,ug/kg,14.94,ug/kg,1.789,0.038,0.011,0.01,0.3
treat,PFHxS,2,RF38,7,7,16.96,4.68,0,ug/kg,14.94,ug/kg,1.791,0.04,0.011,0.012,0.3
treat,PFHxS,3,RM52,7,7,20.51,9.86,0.43,ug/kg,14.7,ug/kg,1.845,0.041,0.013,0.02,0.3
treat,PFHxS,3,RF62,7,7,19.96,9.2,0.58,ug/kg,14.7,ug/kg,1.777,0.045,0.012,0.021,0.3
treat,PFHxS,1,RM8,14,14,102.51,11.24,0,ug/kg,59.9,ug/kg,1.638,0.03,0.011,0.006,0.3
treat,PFHxS,1,RF23,14,14,51.93,22.37,1.6,ug/kg,59.9,ug/kg,1.751,0.028,0.011,0.009,0.3
treat,PFHxS,2,RM32,14,14,22.62,7.67,1.04,ug/kg,25.2,ug/kg,1.72,0.035,0.01,0.01,0.3
treat,PFHxS,2,RF43,14,14,44.17,7.07,0.68,ug/kg,25.2,ug/kg,1.97,0.028,0.011,0.014,0.3
treat,PFHxS,3,RM47,14,14,30.37,13.78,0.49,ug/kg,17.97,ug/kg,1.841,0.036,0.011,0.024,0.3
treat,PFHxS,3,RF58,14,14,38,12,0.74,ug/kg,17.97,ug/kg,1.712,0.035,0.01,0.022,0.3
treat,PFHxS,1,RM13,28,28,141.58,7.84,1.66,ug/kg,82.2,ug/kg,1.739,0.041,0.012,0.007,0.3
treat,PFHxS,1,RF18,28,28,22.05,7.31,0,ug/kg,82.2,ug/kg,1.924,0.03,0.011,0.003,0.3
treat,PFHxS,2,RM30,28,28,23.35,9.81,1.73,ug/kg,111.58,ug/kg,1.741,0.041,0.01,0.011,0.3
treat,PFHxS,2,RF40,28,28,35.36,3.31,1.85,ug/kg,111.58,ug/kg,1.78,0.032,0.013,0.019,0.3
treat,PFHxS,3,RM51,28,28,50.55,13.06,1.09,ug/kg,19.52,ug/kg,1.663,0.035,0.012,0.021,0.3
treat,PFHxS,3,RF59,28,28,25.38,8.09,0.61,ug/kg,19.52,ug/kg,1.619,0.033,0.01,0.02,0.3
treat,PFHxS,1,RM12,29,29,15.69,0.88,0,ug/kg,0,ug/kg,1.637,0.041,0.012,0.013,0.3
treat,PFHxS,2,RM33,29,29,13.78,4.61,0.88,ug/kg,0,ug/kg,1.698,0.036,0.011,0.011,0.3
treat,PFHxS,2,RF41,29,29,56.36,3.91,1.45,ug/kg,0,ug/kg,1.863,0.045,0.01,0.017,0.3
treat,PFHxS,3,RM49,29,29,85.38763873,7.49,0.68,ug/kg,0.45,ug/kg,1.513,0.034,0.009,0.017,0.3
treat,PFHxS,3,RF57,29,29,72.73,11.31189117,1.15,ug/kg,0.45,ug/kg,1.637,0.041,0.01,0.018,0.3
treat,PFHxS,1,RM10,35,35,19.22445408,3.91,0,ug/kg,0,ug/kg,1.809,0.041,0.011,0.011,0.3
treat,PFHxS,1,RF17,35,35,114.1284894,33.11747621,0,ug/kg,0,ug/kg,1.832,0.034,0.01,0.011,0.3
treat,PFHxS,2,RM31,35,35,16.34,5.38,0.57,ug/kg,0,ug/kg,1.627,0.025,0.011,0.017,0.3
treat,PFHxS,2,RF42,35,35,4.18,2.06,0,ug/kg,0,ug/kg,1.736,0.026,0.01,0.016,0.3
treat,PFHxS,3,RM50,35,35,28.88,5.71,0.56,ug/kg,0.45,ug/kg,1.572,0.029,0.01,0.017,0.3
treat,PFHxS,3,RF60,35,35,4.09,2.82,0,ug/kg,0.45,ug/kg,1.732,0.033,0.013,0.019,0.3
treat,PFHxS,1,RM7,42,42,6.79,4.35,0,ug/kg,1.15,ug/kg,1.719,0.037,0.013,0.013,0.3
treat,PFHxS,1,RF19,42,42,94.42,8.74,0.45,ug/kg,1.15,ug/kg,1.743,0.028,0.012,0.012,0.3
treat,PFHxS,2,RM27,42,42,21.88,6.48,1.21,ug/kg,0,ug/kg,1.644,0.036,0.011,0.015,0.3
treat,PFHxS,2,RF37,42,42,6.6,3.96,0,ug/kg,0,ug/kg,1.717,0.032,0.01,0.016,0.3
treat,PFHxS,3,RM53,42,42,1.39,1.26,0,ug/kg,0.1,ug/kg,1.741,0.036,0.01,0.021,0.3
treat,PFHxS,3,RF63,42,42,14.8,4.31,0.47,ug/kg,0.1,ug/kg,1.724,0.041,0.01,0.02,0.3
treat,PFHxS,1,RF21,56,56,6.44,0,0,ug/kg,0.11,ug/kg,1.751,0.035,0.013,0.009,0.3
treat,PFHxS,1,RM11,56,56,8.7,3.93,0,ug/kg,0.11,ug/kg,1.735,0.033,0.008,0.012,0.3
treat,PFHxS,2,RF39,56,56,2.81,2.16,0.31,ug/kg,0,ug/kg,1.826,0.033,0.01,0.021,0.3
treat,PFHxS,2,RM29,56,56,7.02,5.97,0,ug/kg,0,ug/kg,1.701,0.034,0.011,0.018,0.3
treat,PFHxS,3,RM48,56,56,0.94,1.94,0,ug/kg,0,ug/kg,1.812,0.038,0.011,0.019,0.3
treat,PFHxS,3,RF61,56,56,1.49,2.35,0,ug/kg,0,ug/kg,1.712,0.045,0.012,0.022,0.3
treat,PFHxS,1,RM5,0,0,0,0,0,ug/kg,0,ug/kg,1.783,0.052,0.012,0.013,0.3
treat,PFHxS,1,RF15,0,0,0,0,0,ug/kg,0,ug/kg,2.223,0.058,0.013,0.013,0.3
Control,PFHxS,1,RM6,0,28,0,0,0,ug/kg,0,ug/kg,1.737,0.033,0.011,0.013,0.3
Control,PFHxS,1,RF16,0,28,1.981994182,13.83997081,0,ug/kg,0,ug/kg,1.758,0.026,0.01,0.013,0.3
treat,PFHxS,2,RM25,0,0,4.04,0,0,ug/kg,0,ug/kg,1.96,0.036,0.013,0.011,0.3
treat,PFHxS,2,RF35,0,0,5.26,0,0,ug/kg,0,ug/kg,1.98,0.062,0.011,0.01,0.3
Control,PFHxS,2,RM26,0,28,1.37,0,0,ug/kg,0,ug/kg,1.792,0.033,0.01,0.011,0.3
Control,PFHxS,2,RF36,0,28,1.9,0,0,ug/kg,0,ug/kg,1.732,0.032,0.008,0.011,0.3
treat,PFHxS,3,RM45,0,0,0,3.08,0,ug/kg,0,ug/kg,1.724,0.037,0.012,0.019,0.3
treat,PFHxS,3,RF55,0,0,0,8.14,0,ug/kg,0,ug/kg,1.727,0.039,0.011,0.019,0.3
Control,PFHxS,3,RM46,0,28,0.5,2.04,0,ug/kg,0,ug/kg,1.678,0.036,0.009,0.02,0.3
Control,PFHxS,3,RF56,0,28,0,1.82,0,ug/kg,0,ug/kg,1.864,0.042,0.011,0.021,0.3
treat,PFBS,1,RF24,1,1,0,0,0,ug/kg,259,ug/kg,1.822,0.034,0.01,0.003,0.3
treat,PFBS,1,RM14,1,1,0,0,0,ug/kg,259,ug/kg,1.838,0.035,0.013,0.006,0.3
treat,PFBS,2,RF44,1,1,3.63,0,0,ug/kg,84.19,ug/kg,1.95,0.04,0.012,0.017,0.3
treat,PFBS,2,RM34,1,1,0.99,1.07,0,ug/kg,84.19,ug/kg,1.71,0.041,0.011,0.013,0.3
treat,PFBS,3,RM54,1,1,12.61,5.26,0.94,ug/kg,28.07,ug/kg,1.571,0.04,0.009,0.016,0.3
treat,PFBS,3,RF64,1,1,1.75,0,0,ug/kg,28.07,ug/kg,1.749,0.038,0.009,0.018,0.3
treat,PFBS,1,RM9,7,7,1.63,0,0.1,ug/kg,259,ug/kg,1.8,0.029,0.01,0.009,0.3
treat,PFBS,1,RF20,7,7,178.54,0,0,ug/kg,259,ug/kg,2.01,0.026,0.009,0.007,0.3
treat,PFBS,2,RM28,7,7,3.26,1.97,0.49,ug/kg,84.19,ug/kg,1.789,0.038,0.011,0.01,0.3
treat,PFBS,2,RF38,7,7,3.35,2.35,0.33,ug/kg,84.19,ug/kg,1.791,0.04,0.011,0.012,0.3
treat,PFBS,3,RM52,7,7,54.83,25.65,2.71,ug/kg,28.07,ug/kg,1.845,0.041,0.013,0.02,0.3
treat,PFBS,3,RF62,7,7,24.23,9.9,1.41,ug/kg,28.07,ug/kg,1.777,0.045,0.012,0.021,0.3
treat,PFBS,1,RM8,14,14,0,10.81,8.86,ug/kg,237,ug/kg,1.638,0.03,0.011,0.006,0.3
treat,PFBS,1,RF23,14,14,0,0,0,ug/kg,237,ug/kg,1.751,0.028,0.011,0.009,0.3
treat,PFBS,2,RM32,14,14,0.16,0,0,ug/kg,84.36,ug/kg,1.72,0.035,0.01,0.01,0.3
treat,PFBS,2,RF43,14,14,0.05,0,0.35,ug/kg,84.36,ug/kg,1.97,0.028,0.011,0.014,0.3
treat,PFBS,3,RM47,14,14,5.1,0,0,ug/kg,33.31,ug/kg,1.841,0.036,0.011,0.024,0.3
treat,PFBS,3,RF58,14,14,19.21,5.88,0.74,ug/kg,33.31,ug/kg,1.712,0.035,0.01,0.022,0.3
treat,PFBS,1,RM13,28,28,0,40.29,0,ug/kg,240,ug/kg,1.739,0.041,0.012,0.007,0.3
treat,PFBS,1,RF18,28,28,0.72,0,0,ug/kg,240,ug/kg,1.924,0.03,0.011,0.003,0.3
treat,PFBS,2,RM30,28,28,0.21,0.44,0,ug/kg,177.99,ug/kg,1.741,0.041,0.01,0.011,0.3
treat,PFBS,2,RF40,28,28,0,0,0,ug/kg,177.99,ug/kg,1.78,0.032,0.013,0.019,0.3
treat,PFBS,3,RM51,28,28,6.11,2.23,0,ug/kg,23.32,ug/kg,1.663,0.035,0.012,0.021,0.3
treat,PFBS,3,RF59,28,28,15.17,4.55,0.6,ug/kg,23.32,ug/kg,1.619,0.033,0.01,0.02,0.3
treat,PFBS,1,RM12,29,29,8.02,14.21,3.8,ug/kg,0.96,ug/kg,1.637,0.041,0.012,0.013,0.3
treat,PFBS,2,RM33,29,29,0,0.05,0,ug/kg,1.4,ug/kg,1.698,0.036,0.011,0.011,0.3
treat,PFBS,2,RF41,29,29,0,0,0,ug/kg,1.4,ug/kg,1.863,0.045,0.01,0.017,0.3
treat,PFBS,3,RM49,29,29,0,0,0,ug/kg,0.19,ug/kg,1.513,0.034,0.009,0.017,0.3
treat,PFBS,3,RF57,29,29,0,0,0,ug/kg,0.19,ug/kg,1.637,0.041,0.01,0.018,0.3
treat,PFBS,1,RM10,35,35,0.51693453,1.03745014,1.13724012,ug/kg,0.96,ug/kg,1.809,0.041,0.011,0.011,0.3
treat,PFBS,1,RF17,35,35,0.455494284,0.660839663,0.832850436,ug/kg,0.96,ug/kg,1.832,0.034,0.01,0.011,0.3
treat,PFBS,2,RM31,35,35,0,0,0,ug/kg,1.4,ug/kg,1.627,0.025,0.011,0.017,0.3
treat,PFBS,2,RF42,35,35,0,0,0,ug/kg,1.4,ug/kg,1.736,0.026,0.01,0.016,0.3
treat,PFBS,3,RM50,35,35,0,0,0,ug/kg,0.19,ug/kg,1.572,0.029,0.01,0.017,0.3
treat,PFBS,3,RF60,35,35,0,0,0,ug/kg,0.19,ug/kg,1.732,0.033,0.013,0.019,0.3
treat,PFBS,1,RM7,42,42,0,0,0,ug/kg,5.17,ug/kg,1.719,0.037,0.013,0.013,0.3
treat,PFBS,1,RF19,42,42,0,0,0,ug/kg,5.17,ug/kg,1.743,0.028,0.012,0.012,0.3
treat,PFBS,2,RM27,42,42,4.39,3.42,1.04,ug/kg,1.38,ug/kg,1.644,0.036,0.011,0.015,0.3
treat,PFBS,2,RF37,42,42,0.07,0.82,0,ug/kg,1.38,ug/kg,1.717,0.032,0.01,0.016,0.3
treat,PFBS,3,RM53,42,42,0,0,0,ug/kg,0.05,ug/kg,1.741,0.036,0.01,0.021,0.3
treat,PFBS,3,RF63,42,42,0,0,0,ug/kg,0.05,ug/kg,1.724,0.041,0.01,0.02,0.3
treat,PFBS,1,RF21,56,56,0,0,0,ug/kg,0,ug/kg,1.751,0.035,0.013,0.009,0.3
treat,PFBS,1,RM11,56,56,0,0,0,ug/kg,0,ug/kg,1.735,0.033,0.008,0.012,0.3
treat,PFBS,2,RF39,56,56,0.38,0,0.39,ug/kg,0.2,ug/kg,1.826,0.033,0.01,0.021,0.3
treat,PFBS,2,RM29,56,56,0,0,0.91,ug/kg,0.2,ug/kg,1.701,0.034,0.011,0.018,0.3
treat,PFBS,3,RM48,56,56,0,0,0,ug/kg,0.13,ug/kg,1.812,0.038,0.011,0.019,0.3
treat,PFBS,3,RF61,56,56,0,0,0,ug/kg,0.13,ug/kg,1.712,0.045,0.012,0.022,0.3
treat,PFBS,1,RM5,0,0,1.094014875,5.864948894,0,ug/kg,0,ug/kg,1.783,0.052,0.012,0.013,0.3
treat,PFBS,1,RF15,0,0,1.606986642,3.85944541,2.496475877,ug/kg,0,ug/kg,2.223,0.058,0.013,0.013,0.3
Control,PFBS,1,RM6,0,28,0.28,0,0,ug/kg,0,ug/kg,1.737,0.033,0.011,0.013,0.3
Control,PFBS,1,RF16,0,28,5.238864871,2.997470951,0.331304493,ug/kg,0,ug/kg,1.758,0.026,0.01,0.013,0.3
treat,PFBS,2,RM25,0,0,0.92,1.8,0,ug/kg,0,ug/kg,1.96,0.036,0.013,0.011,0.3
treat,PFBS,2,RF35,0,0,2.05,0.37,0.37,ug/kg,0,ug/kg,1.98,0.062,0.011,0.01,0.3
Control,PFBS,2,RM26,0,28,0,0,0,ug/kg,0,ug/kg,1.792,0.033,0.01,0.011,0.3
Control,PFBS,2,RF36,0,28,0.18,0.4,0.29,ug/kg,0,ug/kg,1.732,0.032,0.008,0.011,0.3
treat,PFBS,3,RM45,0,0,0,0,0,ug/kg,0,ug/kg,1.724,0.037,0.012,0.019,0.3
treat,PFBS,3,RF55,0,0,0,0,0,ug/kg,0,ug/kg,1.727,0.039,0.011,0.019,0.3
Control,PFBS,3,RM46,0,28,0,0,0,ug/kg,0,ug/kg,1.678,0.036,0.009,0.02,0.3
Control,PFBS,3,RF56,0,28,0,0,0,ug/kg,0,ug/kg,1.864,0.042,0.011,0.021,0.3
treat,PFOS,1,RF24,1,1,0,0,0,ug/kg,11,ug/kg,1.822,0.034,0.01,0.003,0.3
treat,PFOS,1,RM14,1,1,0,0,0,ug/kg,11,ug/kg,1.838,0.035,0.013,0.006,0.3
treat,PFOS,2,RF44,1,1,2.43,0.84,0,ug/kg,8.21,ug/kg,1.95,0.04,0.012,0.017,0.3
treat,PFOS,2,RM34,1,1,4.12,8.87,0,ug/kg,8.21,ug/kg,1.71,0.041,0.011,0.013,0.3
treat,PFOS,3,RM54,1,1,0,1.19,0,ug/kg,4.33,ug/kg,1.571,0.04,0.009,0.016,0.3
treat,PFOS,3,RF64,1,1,1.11,13.56,0.59,ug/kg,4.33,ug/kg,1.749,0.038,0.009,0.018,0.3
treat,PFOS,1,RM9,7,7,0,0,0,ug/kg,11,ug/kg,1.8,0.029,0.01,0.009,0.3
treat,PFOS,1,RF20,7,7,0,0,0,ug/kg,11,ug/kg,2.01,0.026,0.009,0.007,0.3
treat,PFOS,2,RM28,7,7,128.69,13,0.52,ug/kg,8.21,ug/kg,1.789,0.038,0.011,0.01,0.3
treat,PFOS,2,RF38,7,7,51.13,65.77,0,ug/kg,8.21,ug/kg,1.791,0.04,0.011,0.012,0.3
treat,PFOS,3,RM52,7,7,43.62,20.18,0,ug/kg,4.33,ug/kg,1.845,0.041,0.013,0.02,0.3
treat,PFOS,3,RF62,7,7,40.73,22.07,0.84,ug/kg,4.33,ug/kg,1.777,0.045,0.012,0.021,0.3
treat,PFOS,1,RM8,14,14,0,0,0,ug/kg,11.1,ug/kg,1.638,0.03,0.011,0.006,0.3
treat,PFOS,1,RF23,14,14,62.32,0,1.6,ug/kg,11.1,ug/kg,1.751,0.028,0.011,0.009,0.3
treat,PFOS,2,RM32,14,14,203.92,65.77,1.6,ug/kg,10.24,ug/kg,1.72,0.035,0.01,0.01,0.3
