treatment,PFAS,group,rabbitID,timemod,time,kidney,liver,muscle,units,dietconcentration,dietunits,bodyweight,liverweight,kidneyweight,muscleweight,musclefraction
treat,PFOS,2,RF43,14,14,243.15,68.24,0.79,ug/kg,10.24,ug/kg,1.97,0.028,0.011,0.014,0.3
treat,PFOS,3,RM47,14,14,126.23,61,1.09,ug/kg,9.96,ug/kg,1.841,0.036,0.011,0.024,0.3
treat,PFOS,3,RF58,14,14,98.97,51.22,1.12,ug/kg,9.96,ug/kg,1.712,0.035,0.01,0.022,0.3
treat,PFOS,1,RM13,28,28,1035.09,144.27,0,ug/kg,9.4,ug/kg,1.739,0.041,0.012,0.007,0.3
treat,PFOS,1,RF18,28,28,19.47,0,0,ug/kg,9.4,ug/kg,1.924,0.03,0.011,0.003,0.3
treat,PFOS,2,RM30,28,28,257.2,149.86,4.24,ug/kg,30.63,ug/kg,1.741,0.041,0.01,0.011,0.3
treat,PFOS,2,RF40,28,28,253.28,84.88,3.89,ug/kg,30.63,ug/kg,1.78,0.032,0.013,0.019,0.3
treat,PFOS,3,RM51,28,28,215.77,90.05,1.74,ug/kg,9.79,ug/kg,1.663,0.035,0.012,0.021,0.3
treat,PFOS,3,RF59,28,28,161.27,120.99,2.13,ug/kg,9.79,ug/kg,1.619,0.033,0.01,0.02,0.3
treat,PFOS,1,RM12,29,29,985.27,0,0,ug/kg,0,ug/kg,1.637,0.041,0.012,0.013,0.3
treat,PFOS,2,RM33,29,29,259.48,129.99,2.63,ug/kg,0,ug/kg,1.698,0.036,0.011,0.011,0.3
treat,PFOS,2,RF41,29,29,639.89,109.5,3.61,ug/kg,0,ug/kg,1.863,0.045,0.01,0.017,0.3
treat,PFOS,3,RM49,29,29,295.9029166,95.85426562,2.075280093,ug/kg,0,ug/kg,1.513,0.034,0.009,0.017,0.3
treat,PFOS,3,RF57,29,29,349.6755678,99.42,2.45,ug/kg,0,ug/kg,1.637,0.041,0.01,0.018,0.3
treat,PFOS,1,RM10,35,35,727.38,0,0,ug/kg,0,ug/kg,1.809,0.041,0.011,0.011,0.3
treat,PFOS,1,RF17,35,35,597.97,0,0,ug/kg,0,ug/kg,1.832,0.034,0.01,0.011,0.3
treat,PFOS,2,RM31,35,35,291.83,142.66,2.15,ug/kg,0,ug/kg,1.627,0.025,0.011,0.017,0.3
treat,PFOS,2,RF42,35,35,104.66,66.6,2.27,ug/kg,0,ug/kg,1.736,0.026,0.01,0.016,0.3
treat,PFOS,3,RM50,35,35,312.19,88.81,2.9,ug/kg,0,ug/kg,1.572,0.029,0.01,0.017,0.3
treat,PFOS,3,RF60,35,35,162.74,111.81,2.34,ug/kg,0,ug/kg,1.732,0.033,0.013,0.019,0.3
treat,PFOS,1,RM7,42,42,559.69,415.52,8.55,ug/kg,0.13,ug/kg,1.719,0.037,0.013,0.013,0.3
treat,PFOS,1,RF19,42,42,1021.69,233.58,6.52,ug/kg,0.13,ug/kg,1.743,0.028,0.012,0.012,0.3
treat,PFOS,2,RM27,42,42,655.99,185.81,5.47,ug/kg,2.39,ug/kg,1.644,0.036,0.011,0.015,0.3
treat,PFOS,2,RF37,42,42,408.97,110.83,1.93,ug/kg,2.39,ug/kg,1.717,0.032,0.01,0.016,0.3
treat,PFOS,3,RM53,42,42,74.31,79.33,1.95,ug/kg,0.36,ug/kg,1.741,0.036,0.01,0.021,0.3
treat,PFOS,3,RF63,42,42,145.72,74.11,2.14,ug/kg,0.36,ug/kg,1.724,0.041,0.01,0.02,0.3
treat,PFOS,1,RF21,56,56,434.84,205.12,6.26,ug/kg,0,ug/kg,1.751,0.035,0.013,0.009,0.3
treat,PFOS,1,RM11,56,56,233.71,334.88,6.71,ug/kg,0,ug/kg,1.735,0.033,0.008,0.012,0.3
treat,PFOS,2,RF39,56,56,396.53,105.4,2.14,ug/kg,0,ug/kg,1.826,0.033,0.01,0.021,0.3
treat,PFOS,2,RM29,56,56,652.47,130.46,6.27,ug/kg,0,ug/kg,1.701,0.034,0.011,0.018,0.3
treat,PFOS,3,RM48,56,56,43.29,58.19,1.77,ug/kg,0,ug/kg,1.812,0.038,0.011,0.019,0.3
treat,PFOS,3,RF61,56,56,83.56,51.54,161.01,ug/kg,0,ug/kg,1.712,0.045,0.012,0.022,0.3
treat,PFOS,1,RM5,0,0,0,0,0,ug/kg,0,ug/kg,1.783,0.052,0.012,0.013,0.3
treat,PFOS,1,RF15,0,0,0,0,0,ug/kg,0,ug/kg,2.223,0.058,0.013,0.013,0.3
Control,PFOS,1,RM6,0,28,0,0,0,ug/kg,0,ug/kg,1.737,0.033,0.011,0.013,0.3
Control,PFOS,1,RF16,0,28,0,0,0,ug/kg,0,ug/kg,1.758,0.026,0.01,0.013,0.3
treat,PFOS,2,RM25,0,0,2,16.42,0,ug/kg,0,ug/kg,1.96,0.036,0.013,0.011,0.3
treat,PFOS,2,RF35,0,0,11.36,0.67,0,ug/kg,0,ug/kg,1.98,0.062,0.011,0.01,0.3
Control,PFOS,2,RM26,0,28,3.94,0,0,ug/kg,0,ug/kg,1.792,0.033,0.01,0.011,0.3
Control,PFOS,2,RF36,0,28,6.55,15.55,0,ug/kg,0,ug/kg,1.732,0.032,0.008,0.011,0.3
treat,PFOS,3,RM45,0,0,0,3.49,0,ug/kg,0,ug/kg,1.724,0.037,0.012,0.019,0.3
treat,PFOS,3,RF55,0,0,0,8.8,0,ug/kg,0,ug/kg,1.727,0.039,0.011,0.019,0.3
Control,PFOS,3,RM46,0,28,1.49,0.94,0,ug/kg,0,ug/kg,1.678,0.036,0.009,0.02,0.3
Control,PFOS,3,RF56,0,28,1.92,0,0,ug/kg,0,ug/kg,1.864,0.042,0.011,0.021,0.3
treat,PFOSA,1,RF24,1,1,0,0,0,ug/kg,2.8,ug/kg,1.822,0.034,0.01,0.003,0.3
treat,PFOSA,1,RM14,1,1,0,0,0,ug/kg,2.8,ug/kg,1.838,0.035,0.013,0.006,0.3
treat,PFOSA,2,RF44,1,1,1.24,0,0,ug/kg,0.44,ug/kg,1.95,0.04,0.012,0.017,0.3
treat,PFOSA,2,RM34,1,1,0,0,0,ug/kg,0.44,ug/kg,1.71,0.041,0.011,0.013,0.3
treat,PFOSA,3,RM54,1,1,0,0,0,ug/kg,0.66,ug/kg,1.571,0.04,0.009,0.016,0.3
treat,PFOSA,3,RF64,1,1,0,0,0,ug/kg,0.66,ug/kg,1.749,0.038,0.009,0.018,0.3
treat,PFOSA,1,RM9,7,7,1.37,0.5,0,ug/kg,2.8,ug/kg,1.8,0.029,0.01,0.009,0.3
treat,PFOSA,1,RF20,7,7,0,0,0,ug/kg,2.8,ug/kg,2.01,0.026,0.009,0.007,0.3
treat,PFOSA,2,RM28,7,7,1.24,1.43,1.75,ug/kg,0.44,ug/kg,1.789,0.038,0.011,0.01,0.3
treat,PFOSA,2,RF38,7,7,0,0,0,ug/kg,0.44,ug/kg,1.791,0.04,0.011,0.012,0.3
treat,PFOSA,3,RM52,7,7,0.54,0.75,0,ug/kg,0.66,ug/kg,1.845,0.041,0.013,0.02,0.3
treat,PFOSA,3,RF62,7,7,0.81,1.11,0,ug/kg,0.66,ug/kg,1.777,0.045,0.012,0.021,0.3
treat,PFOSA,1,RM8,14,14,1.58,1.88,0,ug/kg,0,ug/kg,1.638,0.03,0.011,0.006,0.3
treat,PFOSA,1,RF23,14,14,3.15,3.89,0,ug/kg,0,ug/kg,1.751,0.028,0.011,0.009,0.3
treat,PFOSA,2,RM32,14,14,1.48,1.54,0,ug/kg,0.61,ug/kg,1.72,0.035,0.01,0.01,0.3
treat,PFOSA,2,RF43,14,14,3.53,1,0,ug/kg,0.61,ug/kg,1.97,0.028,0.011,0.014,0.3
treat,PFOSA,3,RM47,14,14,1.54,1.31,0,ug/kg,1.49,ug/kg,1.841,0.036,0.011,0.024,0.3
treat,PFOSA,3,RF58,14,14,1.12,1.38,0.06,ug/kg,1.49,ug/kg,1.712,0.035,0.01,0.022,0.3
treat,PFOSA,1,RM13,28,28,7.35,5.01,0,ug/kg,0.95,ug/kg,1.739,0.041,0.012,0.007,0.3
treat,PFOSA,1,RF18,28,28,0.83,9.07,0,ug/kg,0.95,ug/kg,1.924,0.03,0.011,0.003,0.3
treat,PFOSA,2,RM30,28,28,4.41,0,3.55,ug/kg,0.56,ug/kg,1.741,0.041,0.01,0.011,0.3
treat,PFOSA,2,RF40,28,28,3.47,1.61,3.89,ug/kg,0.56,ug/kg,1.78,0.032,0.013,0.019,0.3
treat,PFOSA,3,RM51,28,28,1.42,2.46,0.12,ug/kg,0.73,ug/kg,1.663,0.035,0.012,0.021,0.3
treat,PFOSA,3,RF59,28,28,1.43,1.66,0,ug/kg,0.73,ug/kg,1.619,0.033,0.01,0.02,0.3
treat,PFOSA,1,RM12,29,29,5.02,4.01,0.44,ug/kg,0,ug/kg,1.637,0.041,0.012,0.013,0.3
treat,PFOSA,2,RM33,29,29,3.3,2.26,0,ug/kg,0,ug/kg,1.698,0.036,0.011,0.011,0.3
treat,PFOSA,2,RF41,29,29,4.1,1.98,0,ug/kg,0,ug/kg,1.863,0.045,0.01,0.017,0.3
treat,PFOSA,3,RM49,29,29,0.97,1.43,0.07,ug/kg,0.14,ug/kg,1.513,0.034,0.009,0.017,0.3
treat,PFOSA,3,RF57,29,29,0.81,1.89,0,ug/kg,0.14,ug/kg,1.637,0.041,0.01,0.018,0.3
treat,PFOSA,1,RM10,35,35,3.999961844,2.282081425,0,ug/kg,0,ug/kg,1.809,0.041,0.011,0.011,0.3
treat,PFOSA,1,RF17,35,35,5.399522664,2.61176542,0,ug/kg,0,ug/kg,1.832,0.034,0.01,0.011,0.3
treat,PFOSA,2,RM31,35,35,3.3,2.12,0,ug/kg,0,ug/kg,1.627,0.025,0.011,0.017,0.3
treat,PFOSA,2,RF42,35,35,2.56,0.9,0,ug/kg,0,ug/kg,1.736,0.026,0.01,0.016,0.3
treat,PFOSA,3,RM50,35,35,1.05,1.81,0,ug/kg,0.14,ug/kg,1.572,0.029,0.01,0.017,0.3
treat,PFOSA,3,RF60,35,35,1.31,2.01,0,ug/kg,0.14,ug/kg,1.732,0.033,0.013,0.019,0.3
treat,PFOSA,1,RM7,42,42,3.63,3.56,0,ug/kg,0,ug/kg,1.719,0.037,0.013,0.013,0.3
treat,PFOSA,1,RF19,42,42,5.11,3.9,0,ug/kg,0,ug/kg,1.743,0.028,0.012,0.012,0.3
treat,PFOSA,2,RM27,42,42,2.21,1.7,0,ug/kg,0,ug/kg,1.644,0.036,0.011,0.015,0.3
treat,PFOSA,2,RF37,42,42,3.39,1.46,0,ug/kg,0,ug/kg,1.717,0.032,0.01,0.016,0.3
treat,PFOSA,3,RM53,42,42,1.07,0.76,0,ug/kg,0,ug/kg,1.741,0.036,0.01,0.021,0.3
treat,PFOSA,3,RF63,42,42,1.37,0.95,0.12,ug/kg,0,ug/kg,1.724,0.041,0.01,0.02,0.3
treat,PFOSA,1,RF21,56,56,3.68,3.25,0,ug/kg,0,ug/kg,1.751,0.035,0.013,0.009,0.3
treat,PFOSA,1,RM11,56,56,2.34,1.89,0,ug/kg,0,ug/kg,1.735,0.033,0.008,0.012,0.3
treat,PFOSA,2,RF39,56,56,1.76,1.87,0,ug/kg,0,ug/kg,1.826,0.033,0.01,0.021,0.3
treat,PFOSA,2,RM29,56,56,1.55,1.18,0,ug/kg,0,ug/kg,1.701,0.034,0.011,0.018,0.3
treat,PFOSA,3,RM48,56,56,0.69,0.6,0,ug/kg,0,ug/kg,1.812,0.038,0.011,0.019,0.3
treat,PFOSA,3,RF61,56,56,0.66,1.02,0,ug/kg,0,ug/kg,1.712,0.045,0.012,0.022,0.3
treat,PFOSA,1,RM5,0,0,0,0,0,ug/kg,0,ug/kg,1.783,0.052,0.012,0.013,0.3
treat,PFOSA,1,RF15,0,0,0,0,0,ug/kg,0,ug/kg,2.223,0.058,0.013,0.013,0.3
Control,PFOSA,1,RM6,0,28,0,0,0,ug/kg,0,ug/kg,1.737,0.033,0.011,0.013,0.3
Control,PFOSA,1,RF16,0,28,0,0,0,ug/kg,0,ug/kg,1.758,0.026,0.01,0.013,0.3
treat,PFOSA,2,RM25,0,0,0,0,0,ug/kg,0,ug/kg,1.96,0.036,0.013,0.011,0.3
treat,PFOSA,2,RF35,0,0,0,0,0,ug/kg,0,ug/kg,1.98,0.062,0.011,0.01,0.3
Control,PFOSA,2,RM26,0,28,0,0,0,ug/kg,0,ug/kg,1.792,0.033,0.01,0.011,0.3
Control,PFOSA,2,RF36,0,28,0,0,0,ug/kg,0,ug/kg,1.732,0.032,0.008,0.011,0.3
Control,PFOSA,3,RM45,0,0,0,0,0,ug/kg,0,ug/kg,1.724,0.037,0.012,0.019,0.3
Control,PFOSA,3,RF55,0,0,0,0,0,ug/kg,0,ug/kg,1.727,0.039,0.011,0.019,0.3
Control,PFOSA,3,RM46,0,28,0,0,0,ug/kg,0,ug/kg,1.678,0.036,0.009,0.02,0.3
Control,PFOSA,3,RF56,0,28,0,0,0,ug/kg,0,ug/kg,1.864,0.042,0.011,0.021,0.3
treat,8:2 FTS,1,RF24,1,1,0,0,0,ug/kg,134.5,ug/kg,1.822,0.034,0.01,0.003,0.3
treat,8:2 FTS,1,RM14,1,1,0,0,0,ug/kg,134.5,ug/kg,1.838,0.035,0.013,0.006,0.3
treat,8:2 FTS,2,RF44,1,1,0,0,0,ug/kg,4.68,ug/kg,1.95,0.04,0.012,0.017,0.3
treat,8:2 FTS,2,RM34,1,1,4.2,1.46,0,ug/kg,4.68,ug/kg,1.71,0.041,0.011,0.013,0.3
treat,8:2 FTS,3,RM54,1,1,1.02,0,0,ug/kg,3.53,ug/kg,1.571,0.04,0.009,0.016,0.3
treat,8:2 FTS,3,RF64,1,1,0.64,0,0,ug/kg,3.53,ug/kg,1.749,0.038,0.009,0.018,0.3
treat,8:2 FTS,1,RM9,7,7,83.24,13.46,0,ug/kg,134.5,ug/kg,1.8,0.029,0.01,0.009,0.3
treat,8:2 FTS,1,RF20,7,7,148.98,19.79,0,ug/kg,134.5,ug/kg,2.01,0.026,0.009,0.007,0.3
treat,8:2 FTS,2,RM28,7,7,140.79,24.13,0.38,ug/kg,4.68,ug/kg,1.789,0.038,0.011,0.01,0.3
treat,8:2 FTS,2,RF38,7,7,59.14,4.48,0,ug/kg,4.68,ug/kg,1.791,0.04,0.011,0.012,0.3
treat,8:2 FTS,3,RM52,7,7,31.24,7.89,0,ug/kg,3.53,ug/kg,1.845,0.041,0.013,0.02,0.3
treat,8:2 FTS,3,RF62,7,7,58.76,10.86,0,ug/kg,3.53,ug/kg,1.777,0.045,0.012,0.021,0.3
treat,8:2 FTS,1,RM8,14,14,212.23,43.78,0,ug/kg,25.6,ug/kg,1.638,0.03,0.011,0.006,0.3
treat,8:2 FTS,1,RF23,14,14,171.02,48.61,0,ug/kg,25.6,ug/kg,1.751,0.028,0.011,0.009,0.3
treat,8:2 FTS,2,RM32,14,14,171.32,26.63,0,ug/kg,7.84,ug/kg,1.72,0.035,0.01,0.01,0.3
treat,8:2 FTS,2,RF43,14,14,243.96,21.06,0,ug/kg,7.84,ug/kg,1.97,0.028,0.011,0.014,0.3
treat,8:2 FTS,3,RM47,14,14,102.85,24.54,0.22,ug/kg,4.68,ug/kg,1.841,0.036,0.011,0.024,0.3
treat,8:2 FTS,3,RF58,14,14,42.59,14.68,0.24,ug/kg,4.68,ug/kg,1.712,0.035,0.01,0.022,0.3
treat,8:2 FTS,1,RM13,28,28,470.88,91.44,0,ug/kg,11.4,ug/kg,1.739,0.041,0.012,0.007,0.3
treat,8:2 FTS,1,RF18,28,28,52.83,44.44,0,ug/kg,11.4,ug/kg,1.924,0.03,0.011,0.003,0.3
treat,8:2 FTS,2,RM30,28,28,244.58,67.03,0,ug/kg,26.55,ug/kg,1.741,0.041,0.01,0.011,0.3
treat,8:2 FTS,2,RF40,28,28,140.24,26.35,1.08,ug/kg,26.55,ug/kg,1.78,0.032,0.013,0.019,0.3
treat,8:2 FTS,3,RM51,28,28,128.99,29.24,0.74,ug/kg,4.18,ug/kg,1.663,0.035,0.012,0.021,0.3
treat,8:2 FTS,3,RF59,28,28,86.53,51.19,0.74,ug/kg,4.18,ug/kg,1.619,0.033,0.01,0.02,0.3
treat,8:2 FTS,1,RM12,29,29,405.1,86.63,0.16,ug/kg,114.09,ug/kg,1.637,0.041,0.012,0.013,0.3
treat,8:2 FTS,2,RM33,29,29,205.85,61.25,1.37,ug/kg,0,ug/kg,1.698,0.036,0.011,0.011,0.3
treat,8:2 FTS,2,RF41,29,29,357.12,35.32,0.8,ug/kg,0,ug/kg,1.863,0.045,0.01,0.017,0.3
treat,8:2 FTS,3,RM49,29,29,180.75,30.3,0.64,ug/kg,0,ug/kg,1.513,0.034,0.009,0.017,0.3
treat,8:2 FTS,3,RF57,29,29,207.89,28.35,0.44,ug/kg,0,ug/kg,1.637,0.041,0.01,0.018,0.3
treat,8:2 FTS,1,RM10,35,35,166.2218927,48.97545118,0,ug/kg,114.09,ug/kg,1.809,0.041,0.011,0.011,0.3
treat,8:2 FTS,1,RF17,35,35,214.6653667,60.21292737,0,ug/kg,114.09,ug/kg,1.832,0.034,0.01,0.011,0.3
treat,8:2 FTS,2,RM31,35,35,237.05,55.49,0.79,ug/kg,0,ug/kg,1.627,0.025,0.011,0.017,0.3
treat,8:2 FTS,2,RF42,35,35,210.93,17.92,1.01,ug/kg,0,ug/kg,1.736,0.026,0.01,0.016,0.3
treat,8:2 FTS,3,RM50,35,35,186.37,21.11,0.33,ug/kg,0,ug/kg,1.572,0.029,0.01,0.017,0.3
treat,8:2 FTS,3,RF60,35,35,77.89,21.56,0.4,ug/kg,0,ug/kg,1.732,0.033,0.013,0.019,0.3
treat,8:2 FTS,1,RM7,42,42,207.1,92.99,2.42,ug/kg,0,ug/kg,1.719,0.037,0.013,0.013,0.3
treat,8:2 FTS,1,RF19,42,42,341.94,50.56,2.16,ug/kg,0,ug/kg,1.743,0.028,0.012,0.012,0.3
treat,8:2 FTS,2,RM27,42,42,489.26,59.37,1.91,ug/kg,0,ug/kg,1.644,0.036,0.011,0.015,0.3
treat,8:2 FTS,2,RF37,42,42,302.9,27.29,0.71,ug/kg,0,ug/kg,1.717,0.032,0.01,0.016,0.3
treat,8:2 FTS,3,RM53,42,42,49.66,19.72,0,ug/kg,0,ug/kg,1.741,0.036,0.01,0.021,0.3
treat,8:2 FTS,3,RF63,42,42,53.48,20.73,0.28,ug/kg,0,ug/kg,1.724,0.041,0.01,0.02,0.3
treat,8:2 FTS,1,RF21,56,56,132.72,47.31,1.93,ug/kg,0.31,ug/kg,1.751,0.035,0.013,0.009,0.3
treat,8:2 FTS,1,RM11,56,56,91.01,40.17,1,ug/kg,0.31,ug/kg,1.735,0.033,0.008,0.012,0.3
treat,8:2 FTS,2,RF39,56,56,196.38,17.17,0,ug/kg,0,ug/kg,1.826,0.033,0.01,0.021,0.3
treat,8:2 FTS,2,RM29,56,56,369.26,38.16,0,ug/kg,0,ug/kg,1.701,0.034,0.011,0.018,0.3
treat,8:2 FTS,3,RM48,56,56,33.82,12.76,0,ug/kg,0,ug/kg,1.812,0.038,0.011,0.019,0.3
treat,8:2 FTS,3,RF61,56,56,38.07,11.71,0,ug/kg,0,ug/kg,1.712,0.045,0.012,0.022,0.3
treat,8:2 FTS,1,RM5,0,0,0,0,0,ug/kg,0,ug/kg,1.783,0.052,0.012,0.013,0.3
treat,8:2 FTS,1,RF15,0,0,0,0,0,ug/kg,0,ug/kg,2.223,0.058,0.013,0.013,0.3
Control,8:2 FTS,1,RM6,0,28,4.16,0,0,ug/kg,0,ug/kg,1.737,0.033,0.011,0.013,0.3
Control,8:2 FTS,1,RF16,0,28,3.044777825,0,0,ug/kg,0,ug/kg,1.758,0.026,0.01,0.013,0.3
treat,8:2 FTS,2,RM25,0,0,0,0,0,ug/kg,0,ug/kg,1.96,0.036,0.013,0.011,0.3
treat,8:2 FTS,2,RF35,0,0,0,0,0,ug/kg,0,ug/kg,1.98,0.062,0.011,0.01,0.3
Control,8:2 FTS,2,RM26,0,28,5.46,1.09,0,ug/kg,0,ug/kg,1.792,0.033,0.01,0.011,0.3
Control,8:2 FTS,2,RF36,0,28,5.53,1.1,0,ug/kg,0,ug/kg,1.732,0.032,0.008,0.011,0.3
Control,8:2 FTS,3,RM45,0,0,0,0,0,ug/kg,0,ug/kg,1.724,0.037,0.012,0.019,0.3
Control,8:2 FTS,3,RF55,0,0,0,0,0,ug/kg,0,ug/kg,1.727,0.039,0.011,0.019,0.3
Control,8:2 FTS,3,RM46,0,28,1.5,0,0,ug/kg,0,ug/kg,1.678,0.036,0.009,0.02,0.3
Control,8:2 FTS,3,RF56,0,28,1.17,0,0,ug/kg,0,ug/kg,1.864,0.042,0.011,0.021,0.3
